zone_id,node_count,edge_count,density,transitivity,avg_clustering_coef,avg_degree,n_scc,n_wcc,gscc_pct,gwcc_pct,wcc_fragmentation,orientation_entropy,path_length_p90,path_length_p90_norm,mean_in_degree_centrality,mean_out_degree_centrality,hub_dominance_ratio,mean_closeness_centrality,mean_betweenness_centrality,betweenness_gini,mean_katz_centrality,mean_pagerank,mean_local_clustering,mean_strength_norm,global_efficiency,local_efficiency
Zone_DH484,305,674,0.007269,0.0217,0.0126,4.4197,4,4,99.02,99.02,0.0131,3.7347,21.0,1.2025,0.007415,0.007415,1.7923,0.077259,0.040544,0.6864,0.057263,0.003311,0.0127,0.0074,0.103744,0.012693
Zone_DH485,320,704,0.006897,0.0208,0.0141,4.4,6,6,98.12,98.12,0.0187,3.6956,21.0,1.1739,0.007143,0.007143,1.7892,0.076977,0.040529,0.6981,0.05616,0.003185,0.0143,0.0071,0.102371,0.015393
Zone_DH486,333,756,0.006838,0.0188,0.0155,4.5405,5,5,98.8,98.8,0.015,3.6408,23.0,1.2604,0.007006,0.007006,1.7407,0.071071,0.042121,0.6721,0.054863,0.00304,0.0157,0.007,0.097541,0.015704
Zone_DH487,321,731,0.007116,0.0142,0.0093,4.5545,8,4,82.87,87.54,0.0125,3.5699,23.0,1.2837,0.008109,0.008109,1.7618,0.07025,0.043402,0.6656,0.059363,0.003559,0.0107,0.0081,0.103774,0.010676
Zone_DH488,221,490,0.010078,0.022,0.0136,4.4344,9,3,52.04,69.23,0.0136,3.5502,18.0,1.2108,0.014104,0.014104,1.8659,0.076145,0.051372,0.6542,0.080476,0.006536,0.0196,0.014,0.126926,0.019608
Zone_DH489,75,145,0.026126,0.0545,0.0267,3.8667,12,7,34.67,64.0,0.0933,3.2163,16.0,1.8475,0.045656,0.045656,1.3981,0.096164,0.103762,0.6042,0.143738,0.020833,0.0417,0.0447,0.201746,0.041667
Zone_DH490,42,86,0.049942,0.0455,0.0238,4.0952,4,4,61.9,61.9,0.0952,3.6623,7.0,1.0801,0.092308,0.092308,1.3,0.243206,0.136026,0.4397,0.195377,0.038462,0.0385,0.0888,0.327624,0.038462
Zone_DH491,160,346,0.013601,0.0316,0.0187,4.325,9,9,47.5,47.5,0.0563,3.8293,12.0,0.9487,0.03193,0.03193,1.6703,0.137629,0.088348,0.6272,0.114241,0.013158,0.0395,0.0315,0.193869,0.039474
Zone_DH492,235,580,0.010547,0.0337,0.0277,4.9362,6,6,76.17,76.17,0.0255,3.4921,20.0,1.3047,0.014186,0.014186,1.5841,0.085899,0.063658,0.7264,0.074366,0.005587,0.0158,0.0141,0.13003,0.015829
Zone_DH493,333,864,0.007815,0.0396,0.031,5.1892,7,7,94.89,94.89,0.021,3.4791,22.0,1.2056,0.008439,0.008439,1.5048,0.075711,0.040929,0.7196,0.055974,0.003165,0.0327,0.0084,0.107623,0.0327
Zone_DH494,554,1463,0.004775,0.0357,0.0298,5.2816,7,5,98.38,98.38,0.009,3.8133,25.0,1.0621,0.004908,0.004908,1.4983,0.063063,0.028019,0.6954,0.042663,0.001835,0.0303,0.0049,0.086829,0.030275
Zone_DH495,841,2153,0.003048,0.0328,0.0252,5.1201,7,1,98.93,100.0,0.0012,3.9917,30.0,1.0345,0.003048,0.003048,1.5625,0.053146,0.020556,0.6776,0.034334,0.001189,0.0252,0.003,0.074579,0.025168
Zone_DH496,1087,2924,0.002477,0.0287,0.0253,5.3799,5,5,69.18,69.18,0.0046,4.0705,29.0,0.8796,0.00352,0.00352,1.5131,0.056383,0.02287,0.6651,0.03633,0.00133,0.0293,0.0035,0.079662,0.029255
Zone_DH497,1370,3652,0.001947,0.0278,0.0237,5.3314,15,8,74.38,74.89,0.0058,4.0895,40.0,1.0807,0.002603,0.002603,1.4995,0.043225,0.022585,0.7473,0.031101,0.000975,0.0232,0.0026,0.06273,0.023229
Zone_DH498,1568,3885,0.001581,0.0401,0.0302,4.9554,33,13,93.05,98.34,0.0083,4.0733,40.0,1.0102,0.001621,0.001621,1.6008,0.038288,0.016153,0.7489,0.025352,0.000649,0.0301,0.0016,0.055131,0.030447
Zone_DH499,1378,3194,0.001683,0.0581,0.0424,4.6357,15,5,98.48,99.42,0.0036,3.9627,36.0,0.9698,0.001699,0.001699,1.72,0.042332,0.016374,0.7268,0.026889,0.00073,0.0427,0.0017,0.06205,0.043102
Zone_DH500,1267,2821,0.001759,0.059,0.0451,4.453,19,5,96.45,99.68,0.0039,3.898,37.0,1.0395,0.00177,0.00177,2.6863,0.040433,0.017782,0.7191,0.028008,0.000792,0.0453,0.0018,0.063243,0.045487
Zone_DH501,1035,2284,0.002134,0.0533,0.044,4.4135,33,14,92.85,96.33,0.0135,3.8755,35.0,1.0879,0.002248,0.002248,2.6801,0.043404,0.020962,0.651,0.031527,0.001003,0.0435,0.0022,0.071192,0.043464
Zone_DH502,857,1894,0.002582,0.0485,0.0398,4.4201,44,12,89.5,96.03,0.014,3.8524,34.0,1.1614,0.002705,0.002705,1.7989,0.043118,0.024106,0.654,0.034692,0.001215,0.0402,0.0027,0.076786,0.040219
Zone_DH503,711,1564,0.003098,0.0479,0.0391,4.3994,39,7,89.87,98.73,0.0098,3.6076,30.0,1.1251,0.003166,0.003166,1.8023,0.048784,0.023218,0.6827,0.037554,0.001425,0.0396,0.0032,0.080838,0.039649
Zone_DH504,758,1655,0.002884,0.0526,0.0391,4.3668,34,12,85.22,92.22,0.0158,3.7033,34.0,1.2349,0.003183,0.003183,1.8004,0.04465,0.025788,0.7087,0.037632,0.001431,0.04,0.0032,0.077037,0.040367
Zone_DH505,849,1915,0.00266,0.0417,0.03,4.5112,20,9,97.41,98.94,0.0106,3.7535,59.0,2.0249,0.002716,0.002716,1.7555,0.033086,0.033983,0.7818,0.034335,0.00119,0.0303,0.0027,0.063517,0.030615
Zone_DH506,947,2204,0.00246,0.0316,0.0216,4.6547,19,11,92.4,92.93,0.0116,3.9365,38.0,1.2348,0.002675,0.002675,1.7013,0.045372,0.024041,0.7045,0.033552,0.001136,0.0225,0.0027,0.069983,0.022538
Zone_DH507,1102,2672,0.002202,0.0315,0.0254,4.8494,13,9,98.09,99.09,0.0082,4.017,40.0,1.205,0.002239,0.002239,1.6372,0.039781,0.022556,0.7393,0.030118,0.000916,0.0256,0.0022,0.0618,0.025641
Zone_DH508,1110,2827,0.002297,0.0299,0.0277,5.0937,23,14,94.95,97.84,0.0126,3.8564,43.0,1.2906,0.002381,0.002381,1.5487,0.038333,0.022442,0.7407,0.030186,0.000921,0.0283,0.0024,0.057884,0.02833
Zone_DH509,1129,2820,0.002214,0.03,0.0266,4.9956,17,10,94.24,97.61,0.0089,3.6015,38.0,1.1309,0.002291,0.002291,1.5856,0.041552,0.020562,0.7517,0.029944,0.000907,0.0251,0.0023,0.063406,0.025136
Zone_DH510,969,2406,0.002565,0.0235,0.0198,4.9659,14,12,98.14,98.45,0.0124,3.4363,34.0,1.0922,0.002638,0.002638,1.5913,0.04501,0.022655,0.723,0.032171,0.001048,0.0201,0.0026,0.070684,0.020126
Zone_DH511,599,1360,0.003797,0.0282,0.0211,4.5409,14,8,89.82,91.99,0.0134,3.8886,37.0,1.5118,0.004131,0.004131,1.7604,0.047172,0.033546,0.7233,0.042353,0.001815,0.0169,0.0041,0.07351,0.016939
Zone_DH512,369,815,0.006002,0.0505,0.0343,4.4173,14,8,74.25,76.96,0.0217,3.9383,38.0,1.9782,0.00805,0.00805,1.7558,0.048184,0.070989,0.768,0.059009,0.003521,0.0417,0.008,0.083816,0.042547
Zone_DH513,439,1082,0.005627,0.0462,0.0372,4.9294,12,10,91.34,94.08,0.0228,3.6364,33.0,1.575,0.006159,0.006159,1.9704,0.054418,0.041792,0.7649,0.048947,0.002421,0.0395,0.0061,0.084885,0.040153
Zone_DH514,736,1903,0.003518,0.0308,0.0306,5.1712,13,4,93.21,98.78,0.0054,2.9503,29.0,1.069,0.003579,0.003579,1.9243,0.053707,0.023101,0.6589,0.036934,0.001376,0.0277,0.0036,0.080798,0.02774
Zone_DH515,826,2139,0.003139,0.0251,0.0232,5.1792,11,4,95.04,99.64,0.0048,3.0532,30.0,1.0438,0.003162,0.003162,1.539,0.051211,0.02036,0.663,0.03472,0.001215,0.0233,0.0032,0.077292,0.023289
Zone_DH516,758,1950,0.003398,0.0231,0.02,5.1451,14,7,93.93,97.23,0.0092,3.4399,28.0,1.017,0.00354,0.00354,1.9193,0.056019,0.02331,0.6674,0.036685,0.001357,0.0206,0.0035,0.081595,0.020579
Zone_DH517,514,1357,0.005146,0.031,0.0276,5.2802,12,8,83.85,92.02,0.0156,3.6038,21.0,0.9263,0.005747,0.005747,1.8433,0.070833,0.024476,0.6308,0.045796,0.002114,0.0278,0.0057,0.100269,0.027837
Zone_DH518,420,1041,0.005915,0.0427,0.0357,4.9571,11,7,88.57,98.57,0.0167,3.6186,27.0,1.3175,0.006088,0.006088,1.5908,0.057139,0.034862,0.7413,0.048915,0.002415,0.0362,0.0061,0.088864,0.036232
Zone_DH519,341,767,0.006615,0.0322,0.022,4.4985,10,6,94.13,94.13,0.0176,3.6741,21.0,1.1372,0.007204,0.007204,1.7351,0.077232,0.039689,0.6568,0.055555,0.003115,0.0234,0.0072,0.104775,0.023364
Zone_DH520,400,870,0.005451,0.0244,0.0146,4.35,17,8,84.5,84.5,0.02,3.6568,21.0,1.05,0.006681,0.006681,1.7766,0.075781,0.037436,0.6804,0.05413,0.002959,0.0143,0.0067,0.103235,0.0143
Zone_DH521,391,852,0.005587,0.0206,0.0136,4.3581,20,11,65.47,67.01,0.0281,3.5664,20.0,1.0114,0.008643,0.008643,1.7733,0.080931,0.042895,0.6413,0.061469,0.003817,0.0108,0.0086,0.114192,0.010814
Zone_DH522,488,1170,0.004923,0.0282,0.0225,4.7951,11,6,55.94,57.58,0.0123,3.6314,21.0,0.9506,0.009138,0.009138,1.5633,0.078362,0.040369,0.5894,0.059416,0.003559,0.0285,0.0091,0.116662,0.02847
Zone_DH523,367,915,0.006812,0.0387,0.0318,4.9864,7,5,69.21,69.21,0.0136,3.6256,18.0,0.9396,0.010613,0.010613,1.4897,0.091913,0.039731,0.5561,0.062528,0.003937,0.0381,0.0106,0.126857,0.038058
Zone_DH524,166,407,0.014859,0.0411,0.0392,4.9036,6,3,80.12,80.12,0.0181,3.5905,16.0,1.2418,0.019253,0.019253,1.574,0.109947,0.061728,0.5668,0.086365,0.007519,0.0414,0.0191,0.157698,0.041353
Zone_DH525,80,202,0.031962,0.015,0.0125,5.05,2,2,90.0,90.0,0.025,3.1472,14.0,1.5652,0.036776,0.036776,1.5319,0.13147,0.098417,0.5768,0.117067,0.013889,0.0139,0.0363,0.204601,0.013889
Zone_DH526,139,332,0.017308,0.029,0.0204,4.777,5,5,76.98,76.98,0.036,3.5385,16.0,1.3571,0.023982,0.023982,1.5735,0.109647,0.079362,0.6284,0.096079,0.009346,0.0265,0.0238,0.165456,0.02648
Zone_DH527,271,674,0.009211,0.0237,0.0172,4.9742,10,4,89.67,90.41,0.0148,3.5175,19.0,1.1542,0.010572,0.010572,1.5506,0.085839,0.043219,0.728,0.06359,0.004082,0.019,0.0105,0.118595,0.019048
Zone_DH528,404,1075,0.006603,0.0273,0.0239,5.3218,13,7,92.82,94.31,0.0173,3.395,20.0,0.995,0.007163,0.007163,1.4696,0.080281,0.031186,0.6757,0.050995,0.002625,0.0254,0.0071,0.111082,0.025372
Zone_DH529,755,2004,0.00352,0.0329,0.0276,5.3086,8,3,99.07,99.74,0.004,3.7534,36.0,1.3102,0.003539,0.003539,1.503,0.05035,0.026715,0.7187,0.036287,0.001328,0.0277,0.0035,0.07507,0.027667
Zone_DH530,1085,2778,0.002362,0.0364,0.0286,5.1207,8,8,97.6,97.6,0.0074,4.0635,41.0,1.2447,0.002444,0.002444,1.5471,0.042073,0.022398,0.7582,0.0306,0.000944,0.0286,0.0024,0.064921,0.028643
Zone_DH531,1237,3159,0.002066,0.0364,0.0321,5.1075,14,10,94.18,94.58,0.0081,4.1059,33.0,0.9383,0.002197,0.002197,1.9468,0.047489,0.017514,0.757,0.029112,0.000855,0.0328,0.0022,0.067276,0.032821
Zone_DH532,1798,4362,0.00135,0.0345,0.0268,4.8521,23,13,95.44,96.66,0.0072,4.015,36.0,0.849,0.001399,0.001399,2.0573,0.041679,0.013389,0.7459,0.023877,0.000575,0.0274,0.0014,0.057965,0.027369
Zone_DH533,1903,4377,0.001209,0.0502,0.0348,4.6001,24,9,96.58,98.32,0.0047,3.9434,38.0,0.8711,0.001236,0.001236,1.7304,0.039984,0.013288,0.7548,0.02301,0.000534,0.0354,0.0012,0.055635,0.035961
Zone_DH534,1655,3669,0.00134,0.0654,0.0456,4.4338,34,13,96.74,98.55,0.0079,3.9206,39.0,0.9587,0.00137,0.00137,2.2385,0.039017,0.015094,0.7494,0.024636,0.000613,0.0462,0.0014,0.057648,0.046914
Zone_DH535,1374,2961,0.00157,0.0652,0.0462,4.31,38,11,95.2,98.76,0.008,3.8967,39.0,1.0521,0.001602,0.001602,2.3023,0.038488,0.018098,0.7013,0.027012,0.000737,0.0468,0.0016,0.061034,0.047408
Zone_DH536,1239,2581,0.001683,0.0582,0.0414,4.1663,37,12,95.4,98.14,0.0097,3.9456,40.0,1.1364,0.001731,0.001731,1.9022,0.039903,0.019498,0.6839,0.02855,0.000822,0.0422,0.0017,0.065396,0.04216
Zone_DH537,1146,2396,0.001826,0.0489,0.0349,4.1815,35,14,95.64,98.52,0.0122,3.898,41.0,1.2111,0.001875,0.001875,1.8911,0.039322,0.021939,0.6761,0.029623,0.000886,0.0354,0.0019,0.067906,0.0354
Zone_DH538,893,1910,0.002398,0.0532,0.0393,4.2777,46,14,86.9,94.06,0.0157,3.8371,33.0,1.1043,0.002599,0.002599,1.8341,0.045992,0.02098,0.6812,0.034334,0.00119,0.0406,0.0026,0.074171,0.040556
Zone_DH539,910,2087,0.002523,0.0414,0.0323,4.5868,29,17,96.04,97.36,0.0187,3.7315,34.0,1.1271,0.002641,0.002641,1.7113,0.04607,0.023377,0.7117,0.033419,0.001129,0.0332,0.0026,0.075045,0.03322
Zone_DH540,1032,2462,0.002314,0.0396,0.031,4.7713,20,14,97.87,98.45,0.0136,3.555,36.0,1.1206,0.002382,0.002382,1.6547,0.043944,0.0215,0.7167,0.031212,0.000984,0.0315,0.0024,0.06993,0.032426
Zone_DH541,952,2302,0.002543,0.0412,0.0294,4.8361,32,14,93.8,97.58,0.0147,3.6682,35.0,1.1344,0.002647,0.002647,1.6284,0.044804,0.022265,0.7301,0.032653,0.001076,0.0301,0.0026,0.07144,0.031157
Zone_DH542,844,1951,0.002742,0.0526,0.0414,4.6232,29,8,89.93,93.96,0.0095,3.7869,35.0,1.2047,0.002968,0.002968,1.7017,0.043919,0.026131,0.7296,0.035347,0.001261,0.0441,0.003,0.072105,0.044683
Zone_DH543,681,1471,0.003177,0.0737,0.0574,4.3201,47,25,81.94,91.63,0.0367,4.0124,30.0,1.1496,0.003596,0.003596,1.7854,0.04788,0.026701,0.6555,0.039844,0.001603,0.061,0.0036,0.081712,0.061351
Zone_DH544,738,1626,0.002989,0.0678,0.0506,4.4065,23,11,95.12,97.7,0.0149,4.0514,31.0,1.1411,0.003101,0.003101,1.7913,0.050193,0.025716,0.7132,0.037049,0.001387,0.0518,0.0031,0.076239,0.052288
